id,category,question,option_a,option_b,option_c,option_d,answer_index,points,difficulty
Q02126,Informatique générale,Quiz du jour : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02127,Informatique générale,Quiz du jour : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02128,Informatique générale,Quiz du jour : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02129,Informatique générale,Quiz du jour : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02130,Informatique générale,Quiz du jour : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02131,Informatique générale,Quiz du jour : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02132,Informatique générale,Quiz du jour : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02133,Informatique générale,Quiz du jour : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02134,Informatique générale,Quiz du jour : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02135,Informatique générale,Quiz du jour : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02136,Informatique générale,Quiz du jour : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02137,Informatique générale,Quiz du jour : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02138,Informatique générale,Quiz du jour : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02139,Informatique générale,Quiz du jour : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02140,Informatique générale,Quiz du jour : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02141,Informatique générale,Quiz du jour : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02142,Informatique générale,Quiz du jour : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
Q02143,Informatique générale,Quiz du jour : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02144,Informatique générale,Quiz du jour : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02145,Informatique générale,Quiz du jour : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02146,Informatique générale,Quiz du jour : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02147,Informatique générale,Quiz du jour : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02148,Informatique générale,Quiz du jour : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02149,Informatique générale,Quiz du jour : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02150,Informatique générale,Quiz du jour : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02151,Informatique générale,À vous de jouer : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02152,Informatique générale,À vous de jouer : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02153,Informatique générale,À vous de jouer : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02154,Informatique générale,À vous de jouer : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02155,Informatique générale,À vous de jouer : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02156,Informatique générale,À vous de jouer : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02157,Informatique générale,À vous de jouer : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02158,Informatique générale,À vous de jouer : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02159,Informatique générale,À vous de jouer : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02160,Informatique générale,À vous de jouer : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02161,Informatique générale,À vous de jouer : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02162,Informatique générale,À vous de jouer : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02163,Informatique générale,À vous de jouer : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02164,Informatique générale,À vous de jouer : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02165,Informatique générale,À vous de jouer : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02166,Informatique générale,À vous de jouer : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02167,Informatique générale,À vous de jouer : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
Q02168,Informatique générale,À vous de jouer : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02169,Informatique générale,À vous de jouer : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02170,Informatique générale,À vous de jouer : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02171,Informatique générale,À vous de jouer : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02172,Informatique générale,À vous de jouer : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02173,Informatique générale,À vous de jouer : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02174,Informatique générale,À vous de jouer : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02175,Informatique générale,À vous de jouer : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02176,Informatique générale,Challenge : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02177,Informatique générale,Challenge : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02178,Informatique générale,Challenge : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02179,Informatique générale,Challenge : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02180,Informatique générale,Challenge : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02181,Informatique générale,Challenge : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02182,Informatique générale,Challenge : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02183,Informatique générale,Challenge : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02184,Informatique générale,Challenge : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02185,Informatique générale,Challenge : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02186,Informatique générale,Challenge : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02187,Informatique générale,Challenge : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02188,Informatique générale,Challenge : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02189,Informatique générale,Challenge : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02190,Informatique générale,Challenge : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02191,Informatique générale,Challenge : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02192,Informatique générale,Challenge : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
Q02193,Informatique générale,Challenge : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02194,Informatique générale,Challenge : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02195,Informatique générale,Challenge : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02196,Informatique générale,Challenge : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02197,Informatique générale,Challenge : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02198,Informatique générale,Challenge : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02199,Informatique générale,Challenge : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02200,Informatique générale,Challenge : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02201,Informatique générale,Question bonus : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02202,Informatique générale,Question bonus : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02203,Informatique générale,Question bonus : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02204,Informatique générale,Question bonus : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02205,Informatique générale,Question bonus : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02206,Informatique générale,Question bonus : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02207,Informatique générale,Question bonus : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02208,Informatique générale,Question bonus : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02209,Informatique générale,Question bonus : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02210,Informatique générale,Question bonus : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02211,Informatique générale,Question bonus : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02212,Informatique générale,Question bonus : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02213,Informatique générale,Question bonus : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02214,Informatique générale,Question bonus : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02215,Informatique générale,Question bonus : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02216,Informatique générale,Question bonus : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02217,Informatique générale,Question bonus : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
Q02218,Informatique générale,Question bonus : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02219,Informatique générale,Question bonus : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02220,Informatique générale,Question bonus : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02221,Informatique générale,Question bonus : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02222,Informatique générale,Question bonus : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02223,Informatique générale,Question bonus : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02224,Informatique générale,Question bonus : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02225,Informatique générale,Question bonus : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02226,Informatique générale,Question éclair : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02227,Informatique générale,Question éclair : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02228,Informatique générale,Question éclair : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02229,Informatique générale,Question éclair : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02230,Informatique générale,Question éclair : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02231,Informatique générale,Question éclair : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02232,Informatique générale,Question éclair : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02233,Informatique générale,Question éclair : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02234,Informatique générale,Question éclair : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02235,Informatique générale,Question éclair : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02236,Informatique générale,Question éclair : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02237,Informatique générale,Question éclair : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02238,Informatique générale,Question éclair : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02239,Informatique générale,Question éclair : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02240,Informatique générale,Question éclair : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02241,Informatique générale,Question éclair : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02242,Informatique générale,Question éclair : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
Q02243,Informatique générale,Question éclair : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02244,Informatique générale,Question éclair : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02245,Informatique générale,Question éclair : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02246,Informatique générale,Question éclair : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02247,Informatique générale,Question éclair : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02248,Informatique générale,Question éclair : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02249,Informatique générale,Question éclair : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02250,Informatique générale,Question éclair : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02251,Informatique générale,Pour gagner des points : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02252,Informatique générale,Pour gagner des points : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02253,Informatique générale,Pour gagner des points : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02254,Informatique générale,Pour gagner des points : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02255,Informatique générale,Pour gagner des points : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02256,Informatique générale,Pour gagner des points : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02257,Informatique générale,Pour gagner des points : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02258,Informatique générale,Pour gagner des points : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02259,Informatique générale,Pour gagner des points : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02260,Informatique générale,Pour gagner des points : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02261,Informatique générale,Pour gagner des points : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02262,Informatique générale,Pour gagner des points : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02263,Informatique générale,Pour gagner des points : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02264,Informatique générale,Pour gagner des points : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02265,Informatique générale,Pour gagner des points : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02266,Informatique générale,Pour gagner des points : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02267,Informatique générale,Pour gagner des points : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
Q02268,Informatique générale,Pour gagner des points : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02269,Informatique générale,Pour gagner des points : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02270,Informatique générale,Pour gagner des points : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02271,Informatique générale,Pour gagner des points : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02272,Informatique générale,Pour gagner des points : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02273,Informatique générale,Pour gagner des points : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02274,Informatique générale,Pour gagner des points : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02275,Informatique générale,Pour gagner des points : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02276,Informatique générale,À l'exposition : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02277,Informatique générale,À l'exposition : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02278,Informatique générale,À l'exposition : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02279,Informatique générale,À l'exposition : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02280,Informatique générale,À l'exposition : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02281,Informatique générale,À l'exposition : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02282,Informatique générale,À l'exposition : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02283,Informatique générale,À l'exposition : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02284,Informatique générale,À l'exposition : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02285,Informatique générale,À l'exposition : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02286,Informatique générale,À l'exposition : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02287,Informatique générale,À l'exposition : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02288,Informatique générale,À l'exposition : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02289,Informatique générale,À l'exposition : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02290,Informatique générale,À l'exposition : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02291,Informatique générale,À l'exposition : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02292,Informatique générale,À l'exposition : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
Q02293,Informatique générale,À l'exposition : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02294,Informatique générale,À l'exposition : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02295,Informatique générale,À l'exposition : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02296,Informatique générale,À l'exposition : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02297,Informatique générale,À l'exposition : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02298,Informatique générale,À l'exposition : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02299,Informatique générale,À l'exposition : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02300,Informatique générale,À l'exposition : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02301,Informatique générale,Défi numérique : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,moyen
Q02302,Informatique générale,Défi numérique : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,moyen
Q02303,Informatique générale,Défi numérique : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,moyen
Q02304,Informatique générale,Défi numérique : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,moyen
Q02305,Informatique générale,Défi numérique : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,moyen
Q02306,Informatique générale,Défi numérique : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,moyen
Q02307,Informatique générale,Défi numérique : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,moyen
Q02308,Informatique générale,Défi numérique : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,moyen
Q02309,Informatique générale,Défi numérique : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,moyen
Q02310,Informatique générale,Défi numérique : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,moyen
Q02311,Informatique générale,Défi numérique : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,moyen
Q02312,Informatique générale,Défi numérique : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,moyen
Q02313,Informatique générale,Défi numérique : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,moyen
Q02314,Informatique générale,Défi numérique : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,moyen
Q02315,Informatique générale,Défi numérique : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,moyen
Q02316,Informatique générale,Défi numérique : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,moyen
Q02317,Informatique générale,Défi numérique : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,moyen
